code,name,listedDate,business,website,industry,sector,issuePrice,regCapital,establishDate,chairman,regAddress,officeAddress,tel,email
sz002928,华夏航空,2018-03-02,国内、国际的航空客货运输业务。,http://www.chinaexpressair.com,交通运输,交通运输,20.64,127824.155,2006-04-18 00:00:00 +0800 CST,胡晓军,贵州省贵阳市南明区龙洞堡机场内机场宾馆附楼2-3层,重庆市两江新区江北国际机场航安路30号,023-67153222-8903,dongmiban@chinaexpressair.com
sz002929,润建股份,2018-03-01,通信网络建设服务、通信网络维护及优化服务。,http://www.runjian.com/,通信,通信,23.95,28408.3084,2003-01-03 00:00:00 +0800 CST,许文杰,广西壮族自治区南宁市西乡塘区总部路1号中国东盟科技企业孵化基地一期D7栋501室,广东省广州市珠江新城华夏路16号富力盈凯广场4501;广西南宁市青秀区民族大道136-5号华润大厦C座32层,020-87596583,rjtxdsh@163.com
sz002930,宏川智慧,2018-03-28,为境内外石化产品生产商、贸易商和终端用户提供仓储综合服务及其他相关服务。,http://www.grsl.cn,交通运输,交通运输,8.53,45749.0004,2012-11-06 00:00:00 +0800 CST,林海川,广东省东莞市沙田镇立沙岛淡水河口南岸三江公司行政楼三楼,广东省东莞市松山湖园区礼宾路6号1栋四楼,0769-88002930,grsl@grgroup.cc
sz002931,锋龙股份,2018-04-03,园林机械零部件及汽车零部件的研发、生产和销售。,http://www.fenglong.com,机械设备,机械设备,12.36,21850.5856,2003-06-17 00:00:00 +0800 CST,董剑刚,浙江省绍兴市上虞区梁湖工业园区倪禄路5号,绍兴市上虞区曹娥街道永盛路99号,0575-82436756,ir@fenglong.com
sz002932,*ST明德,2018-07-10,体外诊断试剂和诊断仪器的研发、生产、销售和服务。,http://www.mdeasydiagnosis.com,医药生物,医药生物,20.45,23252.0957,2008-01-28 00:00:00 +0800 CST,陈莉莉,湖北省武汉市东湖新技术开发区九龙中路77号武汉明德生物科技产业园(一期)(全部自用)1栋1单元1层1号C区,湖北省武汉市东湖新技术开发区九龙中路77号,027-87001772,mdswdsh@163.com
sz002933,新兴装备,2018-08-28,从事机载悬挂/发射装置、飞机信息管理与记录系统、综合测试与保障系统、军用自主可控计算机等航空装备产品及相关技术的研发、生产、销售及相关服务。,http://www.eeae.com.cn,国防军工,国防军工,22.45,11735.00,1997-06-16 00:00:00 +0800 CST,周新娥(代),北京市海淀区西杉创意园四区4号楼,北京市海淀区西杉创意园四区4号楼,010-62804370,xxzbg@eeae.com.cn
sz002935,天奥电子,2018-09-03,主要从事时间频率产品、北斗卫星应用产品的研发、设计、生产和销售。,http://www.elecspn.com,国防军工,国防军工,19.38,42410.2508,2004-01-04 00:00:00 +0800 CST,赵晓虎,四川省成都市金牛区盛业路66号,四川省成都市金牛区盛业路66号,028-87559307,tadz-boardoffice@cetc.com.cn
sz002936,郑州银行,2018-09-19,"郑州银行股份有限公司主要从事提供银行相关的金融服务业务,包括银行业务、个人银行业务、资金业务及其他业务。该公司通过四个业务部门运营。公司银行业务部从事向公司客户、政府机构和金融机构提供多种金融产品和服务业务。零售银行业务部从事向个人客户提供多种金融产品和服务业务。资金业务部从事资金业务,包括于银行间进行同业拆借交易、回购交易及投资业务。其他部从事股本投资及其他业务。",http://www.zzbank.cn,银行,银行,4.59,909209.1358,1996-11-16 00:00:00 +0800 CST,赵飞,中国河南省郑州市郑东新区商务外环路22号,中国河南省郑州市郑东新区商务外环路22号,0371-67009199,ir@zzbank.cn
sz002937,兴瑞科技,2018-09-26,"以模具技术为核心,通过与客户同步设计,采用精密注塑/冲压和自动化组装等先进技术,为客户提供电子连接器、屏蔽罩、散热片、支撑件、外壳、调节器和整流桥等精密电子零部件产品及模具产品。",http://www.zxec.com,汽车,汽车,9.94,29777.8699,2001-12-27 00:00:00 +0800 CST,张忠良,浙江省宁波市慈溪市长河镇,浙江省慈溪市高新技术产业开发区开源路669号,0574-63411656,sunrise001@zxec.com
sz002938,鹏鼎控股,2018-09-18,主要从事各类印制电路板的设计、研发、制造与销售业务。,http://www.avaryholding.com,电子,电子,16.07,231805.1016,1999-04-29 00:00:00 +0800 CST,沈庆芳,深圳市宝安区新安街道海滨社区海秀路2038号鹏鼎时代大厦A座27层,深圳市宝安区新安街道海滨社区海秀路2038号鹏鼎时代大厦A座27层,0755-29081675,a-h-m@avaryholding.com
sz002939,长城证券,2018-10-26,"向个人、机构及企业客户提供多元、全方位的金融产品和服务,并从事自营投资与交易。",http://www.cgws.com,非银金融,非银金融,6.31,403442.6956,1996-05-02 00:00:00 +0800 CST,王军,广东省深圳市福田区福田街道金田路2026号能源大厦南塔楼10-19层,广东省深圳市福田区福田街道金田路2026号能源大厦南塔楼10-19层,0755-83516072,cczqir@cgws.com
sz002940,昂利康,2018-10-23,从事化学原料药及制剂的研发、生产和销售。,http://www.alkpharm.com,医药生物,医药生物,23.07,20172.8186,2001-12-30 00:00:00 +0800 CST,方南平,浙江省绍兴市嵊州市嵊州大道北1000号,浙江省嵊州市嵊州大道北1000号,0575-83100181,ir@alkpharm.com
sz002941,新疆交建,2018-11-28,"公路、桥梁、隧道、市政工程等基础设施的施工、勘察设计与试验检测,以及路桥工程施工主材料的贸易业务。",https://www.xjjjjt.com,建筑装饰,建筑装饰,7.18,72975.1172,1999-01-27 00:00:00 +0800 CST,王彤,新疆乌鲁木齐市高新技术产业开发区(新市区)乌昌路辅道840号,新疆乌鲁木齐市经济技术开发区荣盛五街新疆交通智能科技大厦,0991-6272985,zqb@xjjjjt.com
sz002942,新农股份,2018-12-05,化学农药原药、制剂及精细化工中间体的研发、生产和销售。,http://www.xnchem.com,基础化工,基础化工,14.33,15585.793,2005-12-28 00:00:00 +0800 CST,徐群辉,浙江省台州市仙居县杨府三里溪,浙江省杭州市上城区新塘路277号保利中心11楼,0571-87230010,xnzqtzb@xnchem.com
sz002943,宇晶股份,2018-11-29,硬脆材料加工设备、金刚石线、热场系统系列产品的研发、生产和销售。,http://www.hnyj-cn.com/,机械设备,机械设备,17.61,20562.7836,1998-06-11 00:00:00 +0800 CST,杨宇红,湖南省益阳市长春经济开发区资阳大道北侧01号,益阳市长春经济开发区资阳大道北侧01号,0737-2218141,zhouboping@hnyj-cn.com
sz002945,华林证券,2019-01-17,证券经纪、投资银行、信用业务、资产管理、证券自营等。,http://www.chinalin.com,非银金融,非银金融,3.62,270000.00,1997-06-18 00:00:00 +0800 CST,林立,西藏自治区拉萨市柳梧新区国际总部城3幢1单元5-5,深圳市南山区深南大道9668号华润置地大厦C座32-33层,0755-82707766,ir@chinalin.com
sz002946,新乳业,2019-01-25,从事乳制品及含乳饮料的研发、生产和销售。,http://newhopedairy.cn/,食品饮料,食品饮料,5.45,86067.7197,2006-07-05 00:00:00 +0800 CST,席刚,四川省成都市锦江区金石路366号新希望中鼎国际2栋8楼2号,成都市锦江区金石路366号新希望中鼎国际2栋8楼2号,028-86748930,nhdzqb@newhope.cn
sz002947,恒铭达,2019-02-01,消费电子功能性器件、消费电子防护产品、消费电子外盒保护膜的设计、研发、生产与销售。,http://www.hengmingda.com,电子,电子,18.72,25620.9336,2011-07-27 00:00:00 +0800 CST,荆天平,江苏省苏州市昆山市巴城镇石牌塔基路1568号,江苏省苏州市昆山市巴城镇石牌塔基路1568号,0512-57655668,hmd_zq@hengmingdaks.com
sz002948,青岛银行,2019-01-16,公司银行业务、零售银行业务和资金业务等。,http://www.qdccb.com/,银行,银行,4.52,582035.4724,1996-11-15 00:00:00 +0800 CST,景在伦,山东省青岛市崂山区秦岭路6号3号楼,中国山东省青岛市崂山区秦岭路6号,86-4006696588-6,ir@qdbankchina.com
sz002949,华阳国际,2019-02-26,"建筑设计和研发及其延伸业务,目前主要包括建筑设计、造价咨询、工程总承包、全过程工程咨询等业务。",http://www.capol.cn,建筑装饰,建筑装饰,10.51,19604.7338,1993-08-09 00:00:00 +0800 CST,唐崇武,深圳市龙华区民治街道北站社区龙华设计产业园总部大厦3栋101,深圳市龙华区民治街道北站社区龙华设计产业园总部大厦3栋,0755-82739188,hygj@capol.cn
sz002950,奥美医疗,2019-03-11,医用敷料等一次性医用耗材的研发、生产及销售。,http://www.allmed-china.com/;https://www.allmed.cn/,医药生物,医药生物,11.03,63326.5407,2002-07-24 00:00:00 +0800 CST,崔金海,湖北省宜昌市枝江市马家店七星大道18号,湖北省枝江市马家店七星大道18号,0755-88299832,ir@allmed.cn
sz002951,金时科技,2019-03-15,烟标等包装印刷品的研发、生产和销售。,http://www.jinshigp.com,电力设备,电力设备,9.94,40500.00,2008-12-24 00:00:00 +0800 CST,李海坚,四川省成都经济技术开发区(龙泉驿区)车城西三路289号,四川省成都经济技术开发区(龙泉驿区)车城西三路289号,028-68618226,jszq@jinshigp.com
sz002952,亚世光电,2019-03-28,研发、设计、生产和销售定制化液晶显示器件及电子纸显示模组等光电显示产品。,http://www.yes-lcd.com,电子,电子,31.14,16434.00,2012-07-09 00:00:00 +0800 CST,贾继涛(JIA JITAO),辽宁省鞍山市立山区越岭路288号,辽宁省鞍山市立山区越岭路288号,0412-5218968,yesdongban@yes-lcd.com
sz002953,日丰股份,2019-05-09,从事电气设备和特种装备配套电缆的研发、生产和销售。,http://www.rfcable.com.cn,电力设备,电力设备,10.52,49157.9648,2009-12-17 00:00:00 +0800 CST,冯就景,广东省中山市西区广丰工业园(一照多址),中山市西区广丰工业园(一照多址),0760-85115672,rfgf@rfcable.com.cn
sz002955,鸿合科技,2019-05-23,智能交互显示产品及智能视听解决方案的设计、研发、生产与销售。,http://www.honghe-tech.com/,电子,电子,52.41,23663.9912,2010-05-28 00:00:00 +0800 CST,姚瑞波,深圳市坪山区坑梓街道沙田社区丹梓北路1号鸿合大厦1栋B座101,北京市朝阳区北辰东路8号院北辰时代大厦9层,010-62968869,dongban@honghe-tech.com
sz002956,西麦食品,2019-06-19,燕麦食品的研发、生产和销售。,http://www.seamild.com.cn/,食品饮料,食品饮料,36.66,22324.6885,2001-08-01 00:00:00 +0800 CST,谢庆奎,广西省桂林市高新技术开发区九号小区,桂林市高新技术开发区九号小区,0773-5806355,ximai@seamild.com.cn
sz002957,科瑞技术,2019-07-26,"主要从事工业自动化设备的研发、设计、生产、销售和技术服务,以及精密零部件制造业务。",http://www.colibri.com.cn/,机械设备,机械设备,15.10,41998.2466,2001-05-23 00:00:00 +0800 CST,PHUA LEE MING(潘利明),深圳市光明区玉塘街道田寮社区光侨路科瑞智造产业园瑞明大厦A塔20层,深圳市光明区玉塘街道田寮社区光侨路科瑞智造产业园瑞明大厦A塔20层,0755-26710011-1688;0755-26710007-1688,bod@colibri.com.cn
sz002958,青农商行,2019-03-26,公司银行业务、零售银行业务和资金业务等。,http://www.qrcb.com.cn,银行,银行,3.96,555562.3291,2012-06-26 00:00:00 +0800 CST,于丰星(代),山东省青岛市崂山区秦岭路6号1号楼,山东省青岛市崂山区秦岭路6号1号楼,0532-66957767,qrcb@qrcb.com.cn
sz002959,小熊电器,2019-08-23,创意小家电研发、设计、生产和销售。,http://www.bears.com.cn,家用电器,家用电器,34.25,15583.3522,2006-03-16 00:00:00 +0800 CST,李一峰,广东省佛山市顺德区勒流街道富裕村委会富安集约工业区5-2-1号地,广东省佛山市顺德区勒流街道富安工业区富兴路3号,0757-29390865,xxdq01@bears.com.cn
sz002960,青鸟智控,2019-08-09,消防安全系统产品的研究、开发、生产和销售。,http://www.jbufa.com,机械设备,机械设备,17.34,105373.4626,2001-06-15 00:00:00 +0800 CST,蔡为民,河北省张家口市涿鹿涿下路工业园,北京市海淀区成府路207号北大青鸟楼,010-62758875,zhengquan@jbufa.com
sz002961,瑞达期货,2019-09-05,"期货经纪业务、期货投资咨询业务、资产管理业务,并通过全资子公司分别开展风险管理业务、境外金融服务业务和公募基金业务。",https://www.rdqh.com,非银金融,非银金融,5.57,47693.3433,1993-03-24 00:00:00 +0800 CST,林志斌,福建省厦门市思明区桃园路18号26-29层,福建省厦门市思明区桃园路18号26-29层,0592-2681653,ruida@rdqh.com
sz002962,五方光电,2019-09-17,精密光电薄膜元器件的研发、生产和销售。,http://www.w-olf.com,电子,电子,14.39,29166.5352,2012-06-11 00:00:00 +0800 CST,廖彬斌,湖北省荆州市深圳大道55号,湖北省荆州市深圳大道55号,0716-8800323,david.luo@w-olf.com
sz002963,豪尔赛,2019-10-28,照明工程施工及与之相关的照明工程设计、研发、照明产品销售。,http://www.haoersai.com,建筑装饰,建筑装饰,23.66,15035.993,2000-06-07 00:00:00 +0800 CST,戴聪棋,北京市海淀区中关村南大街17号3号楼19层1903室,北京市丰台区南四环西路128号院诺德中心3号楼22层,010-88578857-9966,zhengquan@hes0501.com.cn
sz002965,祥鑫科技,2019-10-25,从事精密冲压模具和金属结构件研发、生产和销售。,http://www.luckyharvest.cn,汽车,汽车,19.89,26538.0359,2004-05-20 00:00:00 +0800 CST,谢祥娃,广东省东莞市长安镇长安建安路893号,广东省东莞市长安镇长安建安路893号,0769-89953999-8888,ir@luckyharvest.cn
sz002966,苏州银行,2019-08-02,公司业务、个人业务、资金业务及其他业务。,http://www.suzhoubank.com,银行,银行,7.86,447066.2011,2004-12-24 00:00:00 +0800 CST,崔庆军,江苏省苏州工业园区钟园路728号,江苏省苏州工业园区钟园路728号,0512-69868509,dongban@suzhoubank.com
sz002967,广电计量,2019-11-08,计量服务、检测服务、检测装备研发等技术服务。,http://www.grgtest.com,社会服务,社会服务,7.43,63727.9952,2002-05-24 00:00:00 +0800 CST,杨文峰,广东省广州市番禺区石碁镇创运路8号,广东省广州市番禺区石碁镇创运路8号,020-38696988,grgtestzqb@grgtest.com
sz002968,新大正,2019-12-03,"智慧城市公共建筑及设施管理,提供综合物业管理服务、专业管理服务和增值服务。",http://www.dzwy.com,房地产,房地产,26.76,22627.7783,1998-12-10 00:00:00 +0800 CST,李茂顺,重庆市渝中区虎踞路78号1-1#,重庆市渝中区虎踞路78号1-1#,023-63809676,ndz@dzwy.com
sz002969,嘉美包装,2019-12-02,从事食品饮料包装容器的研发、设计、生产和销售及饮料灌装业务。,http://www.chinafoodpack.com,轻工制造,轻工制造,3.67,109849.571,2011-01-26 00:00:00 +0800 CST,陈民,安徽省滁州市苏州北路258号,安徽省滁州市芜湖东路189号,0550-6821910,jiamei@chinafoodpack.com
sz002970,锐明技术,2019-12-17,以视频为核心的商用车监控信息化产品的研发、生产和销售。,http://www.streamax.com,计算机,计算机,38.00,18271.5062,2002-09-03 00:00:00 +0800 CST,赵志坚,广东省深圳市南山区桃源街道学苑大道1001号南山智园B1栋21-23楼,广东省深圳市南山区桃源街道学苑大道1001号南山智园B1栋21-23楼,0755-33605007,infomax@streamax.com
sz002971,和远气体,2020-01-13,各类气体产品的研发、生产、销售、服务以及工业尾气回收循环利用。,http://www.hbhy-gas.com/,基础化工,基础化工,10.82,21175.50,2003-11-20 00:00:00 +0800 CST,杨涛,湖北省宜昌市长阳土家族自治县龙舟坪镇龙舟大道52号(馨农家园)2栋1102号,湖北省宜昌市伍家岗区伍临路33号鑫鼎大厦3楼,0717-6074701,heyuan@hbhy-gas.com
sz002972,科安达,2019-12-27,围绕轨道交通领域提供产品、服务和系统解决方案。,http://www.keanda.com.cn/,机械设备,机械设备,11.49,24600.88,1998-07-30 00:00:00 +0800 CST,郭丰明,深圳市福田区华富街道新田社区深南大道1006号深圳国际创新中心C座14楼(一照多址企业),深圳市福田区深南大道1006号深圳国际创新中心C栋14层,0755-86956831,zhengquanbu@keanda.com.cn
sz002973,侨银股份,2020-01-06,城乡环卫保洁、生活垃圾处置、市政环卫工程及其他环卫服务。,http://www.gzqiaoyin.com,环保,环保,5.74,40866.57,2001-11-27 00:00:00 +0800 CST,郭倍华,广东省广州市从化街口街开源路23号三层自编A318,广东省广州市荔湾区白鹤沙路9号侨银大厦,020-22283188,zhengquanbu@gzqiaoyin.com
sz002975,博杰股份,2020-02-05,工业自动化设备与配件的研发、生产、销售及相关技术服务。,http://www.zhbojay.com,机械设备,机械设备,34.60,20813.0736,2005-05-30 00:00:00 +0800 CST,王兆春,广东省珠海市香洲区福田路10号厂房1一楼-1、二楼、三楼-1,广东省珠海市香洲区科旺路66号,19925535381,zhengquan@zhbojay.com
sz002976,瑞玛精密,2020-03-06,"精密结构件的制造与部件集成及前述精密结构件产品相关的精密模具制造等,具体下游应用为汽车及新能源汽车、移动通讯、动力电池、储能电池等领域。",http://www.cheersson.com,汽车,汽车,19.01,14970.0687,2012-03-22 00:00:00 +0800 CST,陈晓敏,江苏省苏州高新区浒关工业园浒晨路28号,苏州高新区浒关工业园浒晨路28号,0512-66168070,stock@cheersson.com
sz002977,*ST天箭,2020-03-17,专业从事高波段、大功率固态微波前端研发、生产和销售。,http://www.cdtjkj.com,国防军工,国防军工,29.98,12012.00,2005-03-17 00:00:00 +0800 CST,楼继勇,四川省成都市高新区和茂街333号,成都市高新区和茂街333号,028-85331008,irm@cdtjkj.com
sz002978,安宁股份,2020-04-17,从事钒钛磁铁矿的开采、洗选和销售。,http://www.scantt.com/,有色金属,有色金属,27.47,47198.9958,1994-04-05 00:00:00 +0800 CST,罗阳勇,四川省攀枝花市米易县攀莲镇安宁路80号,四川省攀枝花市米易县安宁路197号,0812-8117310,dongshiban@scantt.com
sz002979,雷赛智能,2020-04-08,"主要从事运动控制核心部件控制器、驱动器、电机的研发、生产和销售,以及相关行业应用系统的研究与开发,为客户提供完整的运动控制系列产品及解决方案。",http://www.leisai.com,机械设备,机械设备,9.80,31512.3036,2007-01-09 00:00:00 +0800 CST,李卫平,深圳市南山区西丽街道曙光社区智谷研发楼B栋15-20层,深圳市南山区西丽街道曙光社区智谷研发楼B栋15-20层,0755-26400242,ir@leisai.com
sz002980,华盛昌,2020-04-15,专业仪器仪表的生产、销售及相关业务。,http://www.cem-instruments.com,电力设备,电力设备,14.89,18940.116,1991-03-26 00:00:00 +0800 CST,袁剑敏,"广东省深圳市南山区西丽街道阳光社区松白路1002号百旺信工业园19栋101-501,21栋",深圳市南山区西丽白芒松白公路百旺信工业区五区19栋,0755-27353188,jihong@cem-instruments.com
sz002981,朝阳科技,2020-04-17,电声部件及电声产品研发、生产及销售。,http://www.risuntek.com,电子,电子,17.32,13748.6115,2005-03-30 00:00:00 +0800 CST,郭丽勤,广东省东莞市企石镇旧围工业区,东莞市企石镇旧围工业区,0769-86768336,ir@risuntek.com
sz002982,湘佳股份,2020-04-24,"种禽繁育,家禽饲养及销售,禽类屠宰加工及销售,饲料、生物肥生产及销售。",http://www.xiangjiamuye.com,农林牧渔,农林牧渔,29.63,20319.3967,2003-04-08 00:00:00 +0800 CST,喻自文,湖南省常德市石门县经济开发区天供山居委会夹山路9号,湖南省石门县二都街道陈氏祠社区九峰路(湘佳美食心动工厂),0736-5223898,hnsjnmgs@163.com
sz002983,芯瑞达,2020-04-28,新型显示光电系统、健康智能光源系统的研发、设计、生产、销售及技术服务。,http://www.coreach.com.cn,电子,电子,12.97,22366.2622,2012-05-15 00:00:00 +0800 CST,彭友,安徽省合肥经济技术开发区方兴大道6988号芯瑞达科技园,安徽省合肥经济技术开发区方兴大道6988号芯瑞达科技园,0551-62555080,zqb@core-reach.com
sz002984,森麒麟,2020-09-11,专注于绿色、安全、高品质、高性能子午线轮胎(半钢子午线轮胎、全钢子午线轮胎)及航空轮胎的研发、生产、销售。,http://www.senturytire.com.cn/,汽车,汽车,18.96,103628.6871,2007-12-04 00:00:00 +0800 CST,秦龙,山东省青岛市即墨区大信街道天山三路5号,山东省青岛市即墨区大信街道天山三路5号,0532-68968612,zhengquan@senturytire.com
sz002985,北摩高科,2020-04-29,军、民两用航空航天飞行器起落架着陆系统及坦克装甲车辆、高速列车等高端装备刹车制动产品的研发、生产和销售。,http://www.bjgk.com,国防军工,国防军工,22.53,33185.36,2003-05-12 00:00:00 +0800 CST,张天闯,北京市昌平区科技园区火炬街甲12号B218室,北京市昌平区沙河工业区,010-80725911,bmdongban@bjgk.com
sz002986,宇新股份,2020-06-02,LPG为原料的有机化工产品的工艺研发、生产和销售。,http://www.yussen.com.cn/,石油石化,石油石化,39.99,38012.1392,2009-10-12 00:00:00 +0800 CST,胡先念,广东省惠州市惠东县惠州新材料产业园新材二路8号,广东省惠州市惠东县惠州新材料产业园新材二路8号,0752-5962808,stock@yussen.com.cn
sz002987,京北方,2020-05-07,向以银行为主的金融机构提供信息技术服务和业务流程外包服务。,http://www.northkingbpo.net/,计算机,计算机,23.04,86746.0152,2009-12-16 00:00:00 +0800 CST,费振勇,北京市海淀区西三环北路25号7层,北京市海淀区西三环北路25号7层,010-82652688,mail@northking.net
sz002988,豪美新材,2020-05-18,铝合金型材和系统门窗研发、设计、生产及销售。,http://www.haomei-alu.com,有色金属,有色金属,10.94,24977.2228,2004-08-20 00:00:00 +0800 CST,董卫峰,广东省清远市高新技术产业开发区泰基工业城,清远市高新技术产业开发区泰基工业城,0763-3699509,haomei-db@haomei-alu.com
sz002989,中天精装,2020-06-10,为国内大型房地产商提供住宅批量精装修服务。,http://www.ztjzgf.net,建筑装饰,建筑装饰,24.52,20161.4841,2000-09-28 00:00:00 +0800 CST,楼峻虎,深圳市福田区车公庙泰然八路深业泰然大厦C座8楼,深圳市福田区车公庙泰然八路深业泰然大厦C座8楼,0755-83476663,ir@ztzs.cn
sz002990,盛视科技,2020-05-25,"公司是一家从事人工智能、大数据、物联网等新一代信息技术研究,为用户提供符合未来发展的智能产品及“AI+行业”解决方案,服务智慧社会建设的国家级高新技术企业。",http://www.maxvision.com.cn,计算机,计算机,36.81,26185.2138,1997-01-16 00:00:00 +0800 CST,瞿磊,深圳市福田区沙头街道天安社区泰然七路25号泰然苍松大厦十七层1705,深圳市南山区高新北四道11号(原齐民道1号)盛视大厦,0755-83849249,investor@maxvision.com.cn
sz002991,甘源食品,2020-07-31,休闲食品的研发、生产和销售。,http://www.ganyuanfood.com,食品饮料,食品饮料,38.76,9321.5831,2006-02-14 00:00:00 +0800 CST,严斌生,江西省萍乡市萍乡经济技术开发区清泉生物医药食品工业园,江西省萍乡市萍乡经济技术开发区清泉生物医药食品工业园,0799-7175598,zhengquanbu@ganyuanfood.com
sz002992,宝明科技,2020-08-03,专业从事LED背光源和电容式触摸屏等新型平板显示器件的研发、设计、生产和销售。,http://www.bmseiko.com,电子,电子,22.35,18086.8635,2006-08-10 00:00:00 +0800 CST,李军,深圳市龙华区民治街道北站社区汇隆商务中心2号楼3001,惠州市大亚湾石化大道西宝明科技园,0755-29841816,bm@bmseiko.com
sz002993,奥海科技,2020-08-17,充电器、移动电源等智能终端充储电产品的设计、研发、生产和销售。,https://www.aohai.com,电子,电子,26.88,27604.00,2012-02-21 00:00:00 +0800 CST,刘昊,广东省东莞市塘厦镇蛟乙塘振龙东路6号,东莞市塘厦镇沙新路27号,0769-86975555,ir@aohai.com
sz002995,天地在线,2020-08-05,围绕客户需求为其提供数字化营销服务和数智化综合服务。,http://www.372163.com,传媒,传媒,33.84,17745.448,2005-12-30 00:00:00 +0800 CST,信意安,北京市东城区安定门东大街28号1号楼B单元612号,北京市通州区商通大道5号院(紫光科技园)21号楼;北京市朝阳区五里桥一街1号院(非中心)9号楼、11号楼,010-65721713,investors@372163.com
sz002996,顺博合金,2020-08-28,循环经济领域再生铝合金锭（液）系列产品的生产和销售。,http://www.sballoy.com,有色金属,有色金属,8.41,66943.6836,2003-03-21 00:00:00 +0800 CST,王真见,重庆市合川区草街拓展园区,重庆市合川区草街拓展园区,023-63202996,ir@sballoy.com
sz002997,瑞鹄模具,2020-09-03,汽车智能制造装备、轻量化零部件的开发、设计、制造和销售。,http://www.rayhoo.net/,汽车,汽车,12.48,20932.1325,2002-03-15 00:00:00 +0800 CST,柴震,中国(安徽)自由贸易试验区芜湖片区银湖北路22号,中国(安徽)自由贸易试验区芜湖片区银湖北路22号,0553-5623207,bodo@rayhoo.net
sz002998,优彩资源,2020-09-25,涤纶纤维及其制品的研发、生产、销售。,http://www.elitecolor.cn/,基础化工,基础化工,5.85,35481.3752,2003-08-12 00:00:00 +0800 CST,戴泽新,江苏省无锡市江阴市祝塘镇环西路29号,江苏省无锡市江阴市祝塘镇环西路29号,0510-68836881,dongmi@elitecolor.cn
sz002999,天禾股份,2020-09-03,化肥、农药等农资产品的销售并提供专业农技服务。,http://www.gd-tianhe.com,基础化工,基础化工,6.62,34759.20,2009-03-26 00:00:00 +0800 CST,刘艺,广东省广州市越秀区东风东路709号,广州市越秀区东风东路709号,020-87766490,zqbgs@gd-tianhe.com
sz003000,劲仔食品,2020-09-14,风味小鱼、风味豆干等传统风味休闲食品的研发、生产与销售。,http://www.jinzaifood.com.cn,食品饮料,食品饮料,5.02,45089.4159,2010-08-12 00:00:00 +0800 CST,周劲松,湖南省岳阳市平江县伍市镇平江高新技术产业园区,湖南省长沙市开福区万达广场A座46层,0731-89822256,ir@jinzaifood.com.cn
sz003001,中岩大地,2020-10-13,提供岩土工程、环境修复等领域的包括设计、咨询、施工在内的一揽子解决方案服务。,http://www.zydd.com,建筑装饰,建筑装饰,30.16,17436.2243,2008-12-19 00:00:00 +0800 CST,武思宇,北京市通州区光华路甲1号院7号楼五层506号,北京市石景山区苹果园路2号通景大厦12层,010-68809559,ir@zydd.com
sz003002,壶化股份,2020-09-22,"各类民爆物品的研发、生产与销售,并为客户提供特定的工程爆破解决方案及爆破服务。",http://www.shanxihuhua.com,基础化工,基础化工,8.22,20000.00,1994-09-27 00:00:00 +0800 CST,秦东,山西省长治市壶关经济开发区化工路1号,山西省长治市壶关经济开发区化工路1号,0355-6010025,zhengquanbu@sxhuhua.com
sz003003,天元股份,2020-09-21,"公司是国内领先的快递电商包装印刷整体解决方案提供商,专注于快递电商包装印刷产品的研发、设计、生产、销售和服务。",http://www.gdtengen.com,轻工制造,轻工制造,10.49,17672.00,2010-01-28 00:00:00 +0800 CST,周孝伟,广东省东莞市清溪镇青滨东路128号,广东省东莞市清溪镇青滨东路128号,0769-89152877,zqb@gdtengen.com
sz003004,声迅股份,2020-11-26,为客户提供安防解决方案和安防运营服务,http://www.telesound.com.cn/,计算机,计算机,20.26,8186.2615,1994-01-28 00:00:00 +0800 CST,聂蓉,北京市海淀区丰豪东路9号院11号楼1至5层101,北京市海淀区丰豪东路9号院11号楼1至5层101,010-62980022,ir@telesound.com.cn
sz003005,竞业达,2020-09-22,"公司主营业务为面向教育信息化、城市轨道交通安防提供行业信息化产品和解决方案的研发、生产、销售和服务,并积极向智慧城市领域拓展。",http://www.jyd.com.cn/,计算机,计算机,31.83,23138.8691,1997-10-17 00:00:00 +0800 CST,钱瑞,北京市门头沟区石龙工业区雅安路6号院1号楼C座8层805,北京市海淀区北清路156号中关村环保科技园银桦路60号院6号楼,010-52168888,jingyeda@jyd.com.cn
sz003006,百亚股份,2020-09-21,"一次性卫生用品的研发、生产和销售,是国内一次性卫生用品行业的知名综合性企业",http://www.baiya.cn,美容护理,美容护理,6.61,42964.779,2010-11-29 00:00:00 +0800 CST,冯永林,重庆市巴南区麻柳沿江开发区百亚国际产业园,重庆市九龙坡区奥体路1号上城国际5栋25楼,023-68825666-666,baiya.db@baiya.cn
sz003007,直真科技,2020-09-23,信息通信技术(ICT)运营管理领域的软件开发、技术服务、系统集成以及第三方软硬件销售业务。,http://www.zznode.com/,计算机,计算机,23.40,11957.4442,2008-11-28 00:00:00 +0800 CST,袁隽,北京市昌平区科技园区中兴路10号C207,北京市朝阳区望京东园523号楼11层,010-62800055,pr@zznode.com
sz003008,开普检测,2020-09-23,电力系统二次设备的检测服务、其他技术服务以及检测设备销售等。,http://www.ketop.cn/,社会服务,社会服务,30.42,10400.00,2005-01-27 00:00:00 +0800 CST,姚致清,河南省许昌市尚德路17号,许昌市尚德路17号,0374-3219525,stock@ketop.cn
